id;pais;region;departamento;municipio;subregion;codigo_dane;latitud;longitud;año;mes;trimestre;semestre;fecha;tipo_recaudo;categoria;subcategoria;sector;codigo_sector;entidad;codigo_entidad;fuente;codigo_fuente;subfuente;rubro;subrubro;programa;subprograma;proyecto;valor_recaudo;presupuesto_inicial;presupuesto_modificado;meta_recaudo;recaudo_acumulado;ejecucion_%;variacion_anual_%;variacion_mensual_%;estado;nivel;zona;gasto_programa;gasto_subprograma;gasto_proyecto;gasto_proyecto.1;impuesto_territorial_nivel;impuesto_territorial_grupo;impuesto_territorial
655;Colombia;Caribe;La Guajira;Uribia;Subreg-2;44847;11.711.904;-72.265.906;2023;11;4;2;6/11/2023;Impuesto;No Tributario;Subcat-4;Salud;543;Gobernación;6949;General;53;Sub-3;Rubro-2;Subrubro-4;Programa-3;Subprograma-4;Proyecto-8;8042297.04;8383935.89;9065525.74;8745591.82;24212745.21;107.29;9.65;-3.24;Comprometido;Territorial;Urbana;Programa-3;Subprograma-4;Proyecto-8;Proyecto-8;Municipal;Ordenamiento territorial;Plusvalía
656;Colombia;Caribe;La Guajira;Urumita;Subreg-2;44855;10.560.169;-73.012.507;2023;11;4;2;10/11/2023;Contribución;Tributario;Subcat-5;Salud;784;Alcaldía;7949;General;69;Sub-4;Rubro-4;Subrubro-2;Programa-1;Subprograma-5;Proyecto-3;5773895.36;7718994.26;7159295.68;6729608.34;10914859.12;84.05;14.26;-4.09;Recaudado;Territorial;Urbana;Programa-1;Subprograma-5;Proyecto-3;Proyecto-3;Municipal;Ordenamiento territorial;Plusvalía
657;Colombia;Caribe;La Guajira;Villanueva;Subreg-2;44874;10.608.774;-72.977.583;2022;6;2;1;13/06/2022;Contribución;Tributario;Subcat-5;Educación;179;Entidad Nacional;5147;General;23;Sub-1;Rubro-1;Subrubro-2;Programa-2;Subprograma-5;Proyecto-5;2320484.41;1945009.81;2393350.93;2416194.44;6624131.33;99.52;6.5;7.27;Recaudado;Territorial;Urbana;Programa-2;Subprograma-5;Proyecto-5;Proyecto-5;Municipal;Actividad económica;Avisos y Tableros
658;Colombia;Caribe;Magdalena;Santa Marta;Subreg-3;47001;11.204.679;-74.199.829;2023;9;3;2;1/09/2023;Impuesto;Tributario;Subcat-5;Educación;592;Gobernación;5948;General;45;Sub-4;Rubro-3;Subrubro-4;Programa-3;Subprograma-1;Proyecto-3;6242310.48;6161487.69;6853040.73;6909785.97;22132478.99;96.24;17.07;8.32;Comprometido;Territorial;Urbana;Programa-3;Subprograma-1;Proyecto-3;Proyecto-3;Municipal;Transporte y combustibles;Sobretasa a la Gasolina Municipal
659;Colombia;Caribe;Magdalena;Algarrobo;Subreg-4;47030;10.188.059;-74.061.132;2023;10;4;2;26/10/2023;Tasa;Tributario;Subcat-5;Educación;966;Gobernación;4993;General;26;Sub-4;Rubro-1;Subrubro-2;Programa-1;Subprograma-1;Proyecto-3;4546735.45;6994655.9;6731075.61;6864045.41;18687953.16;77.87;13.92;0.73;Obligado;Territorial;Urbana;Programa-1;Subprograma-1;Proyecto-3;Proyecto-3;Departamental;Estampillas;Estampillas Departamentales
660;Colombia;Caribe;Magdalena;Aracataca;Subreg-4;47053;10.589.791;-74.186.702;2024;4;2;1;21/04/2024;Contribución;Tributario;Subcat-5;Salud;687;Alcaldía;9472;General;93;Sub-3;Rubro-3;Subrubro-3;Programa-5;Subprograma-4;Proyecto-4;4508206.06;4478408.68;5289772.44;6082601.04;10016930.56;82.45;-9.2;-1.3;Recaudado;Territorial;Rural;Programa-5;Subprograma-4;Proyecto-4;Proyecto-4;Municipal;Actividad económica;Industria y Comercio (ICA)
661;Colombia;Caribe;Magdalena;Ariguaní;Subreg-1;47058;9.847.047;-74.236.515;2024;1;1;1;23/01/2024;Impuesto;No Tributario;Subcat-1;Seguridad;563;Gobernación;1295;General;99;Sub-5;Rubro-3;Subrubro-1;Programa-1;Subprograma-3;Proyecto-10;2362769.06;3173565.98;3033776.65;3285700.78;4954748.37;70.28;-8.74;-7.83;Recaudado;Territorial;Urbana;Programa-1;Subprograma-3;Proyecto-10;Proyecto-10;Departamental;Registro;Registro y Anotación
662;Colombia;Caribe;Magdalena;Cerro De San Antonio;Subreg-2;47161;10.325.531;-74.868.474;2023;9;3;2;12/09/2023;Tasa;No Tributario;Subcat-3;Educación;955;Gobernación;2451;General;50;Sub-1;Rubro-1;Subrubro-1;Programa-2;Subprograma-3;Proyecto-2;3630959.87;5075988.84;4766686.59;5464167.15;13795663.76;71.27;-4.65;-3.46;Recaudado;Territorial;Rural;Programa-2;Subprograma-3;Proyecto-2;Proyecto-2;No aplica;No tributario;No aplica - ingreso no tributario
663;Colombia;Caribe;Magdalena;Chivolo;Subreg-2;47170;10.026.631;-74.622.242;2024;10;4;2;10/10/2024;Impuesto;Tributario;Subcat-1;Infraestructura;971;Alcaldía;5026;General;29;Sub-1;Rubro-5;Subrubro-2;Programa-1;Subprograma-2;Proyecto-1;1048408.66;1022970.49;1073883.53;969860.51;3222953.43;110.49;-5.95;3.9;Obligado;Territorial;Rural;Programa-1;Subprograma-2;Proyecto-1;Proyecto-1;Municipal;Propiedad;Impuesto Predial Unificado
664;Colombia;Caribe;Magdalena;Ciénaga;Subreg-1;47189;11.006.654;-74.241.286;2024;9;3;2;17/09/2024;Contribución;Tributario;Subcat-2;Seguridad;796;Alcaldía;4538;General;45;Sub-1;Rubro-4;Subrubro-5;Programa-1;Subprograma-3;Proyecto-1;6658629.92;8046772.25;8873937.6;9744619.25;22616794.59;78.15;11.82;-1.44;Recaudado;Territorial;Urbana;Programa-1;Subprograma-3;Proyecto-1;Proyecto-1;Municipal;Urbanismo y construcción;Delineación Urbana
665;Colombia;Caribe;Magdalena;Concordia;Subreg-5;47205;10.257.314;-7.483.303;2024;1;1;1;20/01/2024;Contribución;No Tributario;Subcat-1;Infraestructura;502;Gobernación;4993;General;52;Sub-3;Rubro-1;Subrubro-4;Programa-1;Subprograma-5;Proyecto-9;1725710.62;2648751.25;2698180.07;2852132.16;2708330.57;70.0;15.5;-2.71;Programado;Territorial;Rural;Programa-1;Subprograma-5;Proyecto-9;Proyecto-9;No aplica;No tributario;No aplica - ingreso no tributario
666;Colombia;Caribe;Magdalena;El Banco;Subreg-5;47245;9.008.503;-7.397.437;2024;8;3;2;16/08/2024;Impuesto;No Tributario;Subcat-2;Seguridad;146;Gobernación;6564;General;87;Sub-1;Rubro-5;Subrubro-2;Programa-3;Subprograma-4;Proyecto-3;5771214.22;6355606.35;6888099.25;7096326.38;23596975.67;83.85;11.64;-0.79;Comprometido;Territorial;Rural;Programa-3;Subprograma-4;Proyecto-3;Proyecto-3;Municipal;Servicios urbanos;Alumbrado Público
667;Colombia;Caribe;Magdalena;El Piñón;Subreg-5;47258;10.402.781;-74.823.094;2023;4;2;1;20/04/2023;Tasa;Tributario;Subcat-3;Infraestructura;796;Gobernación;1323;General;64;Sub-2;Rubro-4;Subrubro-4;Programa-1;Subprograma-4;Proyecto-9;2453615.71;2086286.61;2498025.36;2407519.88;6840412.16;100.78;-6.23;6.36;Comprometido;Territorial;Rural;Programa-1;Subprograma-4;Proyecto-9;Proyecto-9;Municipal;Actividad económica;Industria y Comercio (ICA)
668;Colombia;Caribe;Magdalena;El Retén;Subreg-2;47268;10.610.488;-74.268.444;2022;5;2;1;7/05/2022;Contribución;Tributario;Subcat-5;Educación;300;Alcaldía;3986;General;53;Sub-4;Rubro-2;Subrubro-1;Programa-1;Subprograma-1;Proyecto-5;3854691.42;5080129.46;5345719.56;5723999.01;15062572.48;71.86;-10.92;-0.23;Programado;Territorial;Urbana;Programa-1;Subprograma-1;Proyecto-5;Proyecto-5;Departamental;Transporte y combustibles;Sobretasa a la Gasolina Departamental
669;Colombia;Caribe;Magdalena;Fundación;Subreg-5;47288;10.514.146;-74.191.453;2024;8;3;2;4/08/2024;Impuesto;No Tributario;Subcat-2;Seguridad;286;Alcaldía;7949;General;62;Sub-4;Rubro-5;Subrubro-2;Programa-3;Subprograma-2;Proyecto-1;5605212.09;5750289.82;6834619.06;6531659.23;21816229.85;82.64;4.74;0.08;Programado;Territorial;Rural;Programa-3;Subprograma-2;Proyecto-1;Proyecto-1;Municipal;Propiedad;Impuesto Predial Unificado
670;Colombia;Caribe;Magdalena;Guamal;Subreg-1;47318;9.144.354;-74.223.689;2024;6;2;1;21/06/2024;Contribución;No Tributario;Subcat-2;Infraestructura;266;Entidad Nacional;4133;General;20;Sub-5;Rubro-3;Subrubro-4;Programa-4;Subprograma-5;Proyecto-1;7103011.9;8139016.83;9655741.57;9791528.19;13016507.83;78.97;9.65;1.46;Comprometido;Territorial;Urbana;Programa-4;Subprograma-5;Proyecto-1;Proyecto-1;No aplica;No tributario;No aplica - ingreso no tributario
671;Colombia;Caribe;Magdalena;Nueva Granada;Subreg-4;47460;980.186;-74.391.841;2025;3;1;1;9/03/2025;Contribución;No Tributario;Subcat-4;Seguridad;672;Gobernación;1532;General;39;Sub-2;Rubro-3;Subrubro-5;Programa-4;Subprograma-3;Proyecto-7;6696673.54;8833841.71;8328884.28;8450663.0;19656521.98;89.71;6.18;-5.33;Obligado;Territorial;Urbana;Programa-4;Subprograma-3;Proyecto-7;Proyecto-7;No aplica;No tributario;No aplica - ingreso no tributario
672;Colombia;Caribe;Magdalena;Pedraza;Subreg-5;47541;1.018.825;-749.154;2022;2;1;1;17/02/2022;Contribución;No Tributario;Subcat-5;Seguridad;286;Gobernación;6065;General;41;Sub-5;Rubro-3;Subrubro-5;Programa-1;Subprograma-4;Proyecto-5;4412707.12;3491099.49;3912184.34;4133978.86;16633948.25;106.96;6.76;-0.36;Programado;Territorial;Urbana;Programa-1;Subprograma-4;Proyecto-5;Proyecto-5;No aplica;No tributario;No aplica - ingreso no tributario
673;Colombia;Caribe;Magdalena;Pijiño Del Carmen;Subreg-2;47545;9.331.922;-74.459.034;2025;5;2;1;1/05/2025;Contribución;Tributario;Subcat-4;Infraestructura;275;Entidad Nacional;2765;General;62;Sub-2;Rubro-1;Subrubro-5;Programa-1;Subprograma-2;Proyecto-8;2992261.25;4347144.78;4109174.42;4133786.7;6711202.25;84.47;10.56;1.83;Programado;Territorial;Rural;Programa-1;Subprograma-2;Proyecto-8;Proyecto-8;Municipal;Actividad económica;Industria y Comercio (ICA)
674;Colombia;Caribe;Magdalena;Pivijay;Subreg-3;47551;10.460.707;-74.613.312;2024;10;4;2;15/10/2024;Tasa;No Tributario;Subcat-3;Educación;495;Alcaldía;1341;General;51;Sub-5;Rubro-4;Subrubro-2;Programa-2;Subprograma-2;Proyecto-10;8288631.35;7832670.12;9231768.96;8535427.17;25789767.3;113.85;11.78;-2.36;Comprometido;Territorial;Rural;Programa-2;Subprograma-2;Proyecto-10;Proyecto-10;No aplica;No tributario;No aplica - ingreso no tributario
675;Colombia;Caribe;Magdalena;Plato;Subreg-2;47555;9.796.713;-74.784.549;2023;8;3;2;4/08/2023;Contribución;No Tributario;Subcat-1;Educación;955;Gobernación;2533;General;60;Sub-3;Rubro-1;Subrubro-1;Programa-4;Subprograma-4;Proyecto-2;841900.27;1484919.8;1340825.46;1238541.27;2458210.83;69.92;1.66;3.76;Recaudado;Territorial;Rural;Programa-4;Subprograma-4;Proyecto-2;Proyecto-2;No aplica;No tributario;No aplica - ingreso no tributario
676;Colombia;Caribe;Magdalena;Puebloviejo;Subreg-2;47570;10.994.766;-7.428.253;2022;1;1;1;12/01/2022;Impuesto;Tributario;Subcat-4;Infraestructura;923;Gobernación;5959;General;58;Sub-2;Rubro-3;Subrubro-4;Programa-3;Subprograma-4;Proyecto-6;6194106.48;7219141.85;8796466.5;8880773.15;24094827.5;69.07;0.41;-3.86;Comprometido;Territorial;Urbana;Programa-3;Subprograma-4;Proyecto-6;Proyecto-6;Municipal;Ordenamiento territorial;Plusvalía
677;Colombia;Caribe;Magdalena;Remolino;Subreg-3;47605;10.701.952;-74.716.172;2025;1;1;1;8/01/2025;Tasa;Tributario;Subcat-1;Infraestructura;488;Gobernación;4085;General;80;Sub-1;Rubro-1;Subrubro-2;Programa-3;Subprograma-3;Proyecto-9;9104270.05;8278955.92;9415332.11;9220549.13;25353035.54;97.14;12.59;-1.34;Obligado;Territorial;Urbana;Programa-3;Subprograma-3;Proyecto-9;Proyecto-9;Departamental;Registro;Registro y Anotación
678;Colombia;Caribe;Magdalena;Sabanas De San Ángel;Subreg-3;47660;10.032.536;-74.213.946;2022;5;2;1;3/05/2022;Impuesto;Tributario;Subcat-2;Educación;162;Gobernación;1325;General;99;Sub-3;Rubro-4;Subrubro-3;Programa-2;Subprograma-4;Proyecto-5;4719642.79;4717491.34;5859073.17;6029556.7;14061882.46;84.26;-1.35;4.29;Recaudado;Territorial;Urbana;Programa-2;Subprograma-4;Proyecto-5;Proyecto-5;Municipal;Servicios urbanos;Alumbrado Público
679;Colombia;Caribe;Magdalena;Salamina;Subreg-2;47675;10.491.229;-74.794.189;2023;5;2;1;2/05/2023;Tasa;Tributario;Subcat-2;Seguridad;162;Entidad Nacional;5265;General;71;Sub-4;Rubro-2;Subrubro-1;Programa-2;Subprograma-4;Proyecto-1;4938571.21;5935786.0;5468618.3;5817727.95;16998478.51;90.25;10.75;6.39;Obligado;Territorial;Urbana;Programa-2;Subprograma-4;Proyecto-1;Proyecto-1;Departamental;Registro;Registro y Anotación
680;Colombia;Caribe;Magdalena;San Sebastián De Buenavista;Subreg-2;47692;9.241.656;-74.351.498;2023;5;2;1;22/05/2023;Tasa;No Tributario;Subcat-2;Seguridad;219;Alcaldía;6299;General;65;Sub-5;Rubro-1;Subrubro-1;Programa-3;Subprograma-3;Proyecto-7;7306702.4;6714736.81;7410596.41;7840043.33;14709198.59;92.78;4.67;-5.31;Recaudado;Territorial;Rural;Programa-3;Subprograma-3;Proyecto-7;Proyecto-7;No aplica;No tributario;No aplica - ingreso no tributario
681;Colombia;Caribe;Magdalena;San Zenón;Subreg-4;47703;9.245.061;-74.498.992;2023;5;2;1;9/05/2023;Impuesto;Tributario;Subcat-2;Salud;784;Alcaldía;3986;General;88;Sub-4;Rubro-1;Subrubro-3;Programa-3;Subprograma-2;Proyecto-4;5669204.1;4944572.87;5107036.88;5726226.81;23046128.31;103.64;0.73;5.4;Obligado;Territorial;Rural;Programa-3;Subprograma-2;Proyecto-4;Proyecto-4;Departamental;Transporte y combustibles;Sobretasa a la Gasolina Departamental
682;Colombia;Caribe;Magdalena;Santa Ana;Subreg-2;47707;9.324.294;-74.566.845;2025;3;1;1;18/03/2025;Tasa;No Tributario;Subcat-3;Infraestructura;874;Gobernación;1069;General;93;Sub-4;Rubro-2;Subrubro-5;Programa-4;Subprograma-2;Proyecto-2;2594536.76;3704684.65;3471427.57;3559779.58;5223449.5;74.61;-8.29;8.47;Comprometido;Territorial;Rural;Programa-4;Subprograma-2;Proyecto-2;Proyecto-2;No aplica;No tributario;No aplica - ingreso no tributario
683;Colombia;Caribe;Magdalena;Santa Bárbara De Pinto;Subreg-5;47720;9.432.263;-74.704.667;2023;8;3;2;27/08/2023;Impuesto;No Tributario;Subcat-1;Infraestructura;742;Entidad Nacional;2539;General;59;Sub-2;Rubro-5;Subrubro-1;Programa-2;Subprograma-1;Proyecto-6;3709399.93;4919102.34;4484700.65;4680201.27;14189766.09;92.92;6.6;4.66;Programado;Territorial;Urbana;Programa-2;Subprograma-1;Proyecto-6;Proyecto-6;Municipal;Transporte y combustibles;Sobretasa a la Gasolina Municipal
684;Colombia;Caribe;Magdalena;Sitionuevo;Subreg-4;47745;10.775.285;-74.720.021;2025;6;2;1;16/06/2025;Tasa;No Tributario;Subcat-2;Seguridad;961;Entidad Nacional;8899;General;93;Sub-1;Rubro-4;Subrubro-1;Programa-5;Subprograma-3;Proyecto-5;2391015.55;3059759.15;3796595.71;3797279.11;7693485.19;73.12;17.5;7.23;Comprometido;Territorial;Rural;Programa-5;Subprograma-3;Proyecto-5;Proyecto-5;No aplica;No tributario;No aplica - ingreso no tributario
685;Colombia;Caribe;Magdalena;Tenerife;Subreg-5;47798;9.898.273;-74.859.783;2024;9;3;2;14/09/2024;Impuesto;No Tributario;Subcat-1;Seguridad;777;Entidad Nacional;3333;General;71;Sub-5;Rubro-2;Subrubro-3;Programa-5;Subprograma-4;Proyecto-3;4477670.97;6782626.1;6909718.22;7257308.37;11764447.49;68.99;-5.95;8.21;Recaudado;Territorial;Rural;Programa-5;Subprograma-4;Proyecto-3;Proyecto-3;Municipal;Servicios urbanos;Alumbrado Público
686;Colombia;Caribe;Magdalena;Zapayán;Subreg-2;47960;10.168.297;-74.716.878;2023;12;4;2;23/12/2023;Contribución;No Tributario;Subcat-2;Infraestructura;144;Gobernación;8964;General;78;Sub-5;Rubro-2;Subrubro-3;Programa-2;Subprograma-1;Proyecto-10;4774539.58;6673831.89;6958936.36;6505751.64;11391149.97;81.85;-5.55;-6.09;Obligado;Territorial;Urbana;Programa-2;Subprograma-1;Proyecto-10;Proyecto-10;No aplica;No tributario;No aplica - ingreso no tributario
687;Colombia;Caribe;Magdalena;Zona Bananera;Subreg-5;47980;10.763.024;-74.140.091;2023;3;1;1;23/03/2023;Contribución;Tributario;Subcat-1;Infraestructura;472;Gobernación;1290;General;16;Sub-1;Rubro-4;Subrubro-1;Programa-3;Subprograma-3;Proyecto-1;1387904.02;1681773.41;1704754.55;1759498.43;2244565.8;82.73;7.46;1.58;Recaudado;Territorial;Rural;Programa-3;Subprograma-3;Proyecto-1;Proyecto-1;Municipal;Urbanismo y construcción;Delineación Urbana
688;Colombia;Orinoquía;Meta;Villavicencio;Subreg-3;50001;4.126.369;-73.622.601;2024;9;3;2;11/09/2024;Impuesto;No Tributario;Subcat-3;Salud;869;Entidad Nacional;6065;General;81;Sub-3;Rubro-3;Subrubro-5;Programa-2;Subprograma-1;Proyecto-10;3390584.69;4503228.66;4604774.39;4404967.7;8090783.53;90.0;8.34;-6.15;Comprometido;Territorial;Urbana;Programa-2;Subprograma-1;Proyecto-10;Proyecto-10;Municipal;Propiedad;Impuesto Predial Unificado
689;Colombia;Orinoquía;Meta;Acacías;Subreg-4;50006;3.990.413;-73.766.034;2025;1;1;1;24/01/2025;Tasa;No Tributario;Subcat-4;Infraestructura;287;Entidad Nacional;7077;General;85;Sub-2;Rubro-4;Subrubro-1;Programa-5;Subprograma-3;Proyecto-1;5910663.28;4182197.77;4937664.8;5600930.58;13084337.81;112.85;6.26;2.68;Obligado;Territorial;Urbana;Programa-5;Subprograma-3;Proyecto-1;Proyecto-1;No aplica;No tributario;No aplica - ingreso no tributario
690;Colombia;Orinoquía;Meta;Barranca De Upía;Subreg-2;50110;4.566.225;-72.961.083;2023;8;3;2;13/08/2023;Impuesto;No Tributario;Subcat-5;Educación;526;Alcaldía;8111;General;13;Sub-2;Rubro-4;Subrubro-5;Programa-5;Subprograma-2;Proyecto-1;1016946.45;1510013.89;1470001.08;1379750.15;1563441.93;71.2;6.06;8.11;Obligado;Territorial;Rural;Programa-5;Subprograma-2;Proyecto-1;Proyecto-1;Municipal;Actividad económica;Industria y Comercio (ICA)
691;Colombia;Orinoquía;Meta;Cabuyaro;Subreg-3;50124;4.286.705;-72.791.768;2023;5;2;1;22/05/2023;Contribución;No Tributario;Subcat-4;Educación;442;Gobernación;9739;General;97;Sub-1;Rubro-1;Subrubro-3;Programa-2;Subprograma-1;Proyecto-2;7157023.11;6566269.31;6638559.95;6767434.29;26357980.7;105.86;17.62;-1.7;Recaudado;Territorial;Urbana;Programa-2;Subprograma-1;Proyecto-2;Proyecto-2;No aplica;No tributario;No aplica - ingreso no tributario
692;Colombia;Orinoquía;Meta;Castilla La Nueva;Subreg-4;50150;3.830.005;-73.687.302;2023;9;3;2;7/09/2023;Contribución;No Tributario;Subcat-2;Infraestructura;236;Entidad Nacional;2929;General;13;Sub-2;Rubro-2;Subrubro-2;Programa-1;Subprograma-4;Proyecto-1;8023447.86;6332838.14;7339479.91;7981191.41;26191740.47;109.29;-3.59;2.11;Recaudado;Territorial;Urbana;Programa-1;Subprograma-4;Proyecto-1;Proyecto-1;No aplica;No tributario;No aplica - ingreso no tributario
693;Colombia;Orinoquía;Meta;Cubarral;Subreg-4;50223;3.793.653;-73.837.999;2024;10;4;2;5/10/2024;Contribución;Tributario;Subcat-5;Infraestructura;563;Gobernación;5948;General;27;Sub-3;Rubro-5;Subrubro-3;Programa-2;Subprograma-2;Proyecto-2;3063670.99;4360996.02;4701380.83;4623631.57;12140623.22;73.45;-2.73;8.57;Recaudado;Territorial;Urbana;Programa-2;Subprograma-2;Proyecto-2;Proyecto-2;Municipal;Servicios urbanos;Alumbrado Público
694;Colombia;Orinoquía;Meta;Cumaral;Subreg-4;50226;4.270.042;-73.487.052;2024;3;1;1;12/03/2024;Impuesto;Tributario;Subcat-5;Infraestructura;476;Gobernación;6965;General;82;Sub-5;Rubro-4;Subrubro-5;Programa-1;Subprograma-1;Proyecto-1;7020622.95;5591226.35;6395829.08;6785907.41;21211882.98;100.34;-9.96;-3.4;Comprometido;Territorial;Urbana;Programa-1;Subprograma-1;Proyecto-1;Proyecto-1;Departamental;Estampillas;Estampillas Departamentales
695;Colombia;Orinoquía;Meta;El Calvario;Subreg-3;50245;4.352.665;-73.713.325;2023;9;3;2;26/09/2023;Tasa;Tributario;Subcat-3;Salud;692;Gobernación;8143;General;69;Sub-5;Rubro-3;Subrubro-3;Programa-3;Subprograma-3;Proyecto-1;6135888.99;5388415.86;5974692.53;5948746.34;21037560.61;103.69;9.46;7.14;Obligado;Territorial;Urbana;Programa-3;Subprograma-3;Proyecto-1;Proyecto-1;Departamental;Estampillas;Estampillas Departamentales
696;Colombia;Orinoquía;Meta;El Castillo;Subreg-5;50251;3.563.907;-73.794.225;2025;8;3;2;20/08/2025;Impuesto;No Tributario;Subcat-2;Infraestructura;286;Alcaldía;1295;General;90;Sub-2;Rubro-3;Subrubro-4;Programa-2;Subprograma-3;Proyecto-4;1906516.45;1953541.48;2190282.65;2363822.33;5691144.4;88.86;-1.06;7.46;Obligado;Territorial;Rural;Programa-2;Subprograma-3;Proyecto-4;Proyecto-4;Municipal;Propiedad;Impuesto Predial Unificado
697;Colombia;Orinoquía;Meta;El Dorado;Subreg-1;50270;3.739.984;-73.835.264;2023;5;2;1;10/05/2023;Impuesto;Tributario;Subcat-5;Salud;518;Alcaldía;1323;General;51;Sub-1;Rubro-5;Subrubro-2;Programa-5;Subprograma-2;Proyecto-4;4807713.67;5611113.12;5827687.54;5384634.89;9459811.91;93.24;5.93;1.65;Programado;Territorial;Rural;Programa-5;Subprograma-2;Proyecto-4;Proyecto-4;Municipal;Urbanismo y construcción;Delineación Urbana
698;Colombia;Orinoquía;Meta;Fuente De Oro;Subreg-2;50287;3.462.875;-73.618.121;2024;10;4;2;25/10/2024;Contribución;No Tributario;Subcat-2;Educación;472;Entidad Nacional;7263;General;41;Sub-5;Rubro-2;Subrubro-2;Programa-2;Subprograma-5;Proyecto-7;2580867.3;2990076.19;3686545.55;3835129.48;5242378.35;66.36;11.58;3.99;Programado;Territorial;Urbana;Programa-2;Subprograma-5;Proyecto-7;Proyecto-7;No aplica;No tributario;No aplica - ingreso no tributario
699;Colombia;Orinoquía;Meta;Granada;Subreg-5;50313;3.547.147;-73.705.815;2024;12;4;2;2/12/2024;Tasa;Tributario;Subcat-3;Educación;109;Gobernación;8745;General;49;Sub-1;Rubro-4;Subrubro-1;Programa-1;Subprograma-5;Proyecto-4;3418552.78;3195285.0;3732915.19;3655321.97;5631270.87;96.46;-11.84;-7.02;Comprometido;Territorial;Rural;Programa-1;Subprograma-5;Proyecto-4;Proyecto-4;Departamental;Transporte y combustibles;Sobretasa a la Gasolina Departamental
700;Colombia;Orinoquía;Meta;Guamal;Subreg-2;50318;3.879.657;-73.768.815;2025;2;1;1;2/02/2025;Contribución;Tributario;Subcat-1;Infraestructura;502;Gobernación;2031;General;40;Sub-2;Rubro-3;Subrubro-2;Programa-1;Subprograma-1;Proyecto-4;10461717.34;8255641.79;8928653.56;9814580.77;26747889.47;106.92;13.92;4.61;Programado;Territorial;Urbana;Programa-1;Subprograma-1;Proyecto-4;Proyecto-4;Departamental;Registro;Registro y Anotación
701;Colombia;Orinoquía;Meta;Mapiripán;Subreg-5;50325;2.896.617;-72.135.509;2023;9;3;2;3/09/2023;Tasa;No Tributario;Subcat-2;Seguridad;617;Entidad Nacional;2563;General;69;Sub-2;Rubro-2;Subrubro-5;Programa-3;Subprograma-3;Proyecto-9;6261639.73;5789307.78;6281405.02;7051132.41;10302809.17;87.72;-11.96;0.98;Recaudado;Territorial;Urbana;Programa-3;Subprograma-3;Proyecto-9;Proyecto-9;No aplica;No tributario;No aplica - ingreso no tributario
702;Colombia;Orinoquía;Meta;Mesetas;Subreg-5;50330;3.382.732;-74.044.328;2024;1;1;1;25/01/2024;Contribución;Tributario;Subcat-3;Educación;531;Alcaldía;3599;General;10;Sub-1;Rubro-1;Subrubro-2;Programa-1;Subprograma-4;Proyecto-8;1212968.05;1044009.39;1202022.69;1154958.9;1908805.67;113.38;-11.19;1.41;Obligado;Territorial;Rural;Programa-1;Subprograma-4;Proyecto-8;Proyecto-8;Departamental;Registro;Registro y Anotación
703;Colombia;Orinoquía;Meta;La Macarena;Subreg-5;50350;2.177.143;-7.378.661;2024;12;4;2;14/12/2024;Contribución;Tributario;Subcat-4;Infraestructura;502;Entidad Nacional;3333;General;39;Sub-3;Rubro-2;Subrubro-2;Programa-5;Subprograma-3;Proyecto-8;3231804.96;3698183.78;3953159.78;3657123.27;7038439.74;91.11;6.36;7.29;Comprometido;Territorial;Rural;Programa-5;Subprograma-3;Proyecto-8;Proyecto-8;Municipal;Actividad económica;Avisos y Tableros
704;Colombia;Orinoquía;Meta;Uribe;Subreg-2;50370;3.239.634;-74.351.508;2025;1;1;1;17/01/2025;Tasa;Tributario;Subcat-4;Infraestructura;961;Gobernación;4993;General;29;Sub-3;Rubro-1;Subrubro-1;Programa-4;Subprograma-1;Proyecto-4;1994962.67;2679356.51;2527598.21;2379797.67;6970470.08;96.3;14.61;7.75;Programado;Territorial;Rural;Programa-4;Subprograma-1;Proyecto-4;Proyecto-4;Municipal;Movilidad;Semaforización y Tránsito
705;Colombia;Orinoquía;Meta;Lejanías;Subreg-1;50400;3.525.115;-74.023.514;2022;8;3;2;1/08/2022;Tasa;No Tributario;Subcat-5;Infraestructura;869;Entidad Nacional;9257;General;64;Sub-2;Rubro-4;Subrubro-4;Programa-3;Subprograma-5;Proyecto-4;1972852.54;1682372.6;1650758.69;1882672.62;4694673.21;113.12;3.3;-3.04;Obligado;Territorial;Rural;Programa-3;Subprograma-5;Proyecto-4;Proyecto-4;No aplica;No tributario;No aplica - ingreso no tributario
706;Colombia;Orinoquía;Meta;Puerto Concordia;Subreg-2;50450;2.624.006;-72.760.209;2025;12;4;2;9/12/2025;Contribución;No Tributario;Subcat-5;Infraestructura;911;Entidad Nacional;8635;General;70;Sub-2;Rubro-5;Subrubro-3;Programa-2;Subprograma-3;Proyecto-8;3322790.72;3953141.46;4151904.64;3866527.66;6243439.72;84.14;5.52;-1.09;Comprometido;Territorial;Urbana;Programa-2;Subprograma-3;Proyecto-8;Proyecto-8;No aplica;No tributario;No aplica - ingreso no tributario
707;Colombia;Orinoquía;Meta;Puerto Gaitán;Subreg-1;50568;4.314.905;-72.087.649;2023;3;1;1;24/03/2023;Tasa;Tributario;Subcat-3;Salud;435;Gobernación;2428;General;89;Sub-2;Rubro-4;Subrubro-2;Programa-1;Subprograma-3;Proyecto-8;3062201.29;3186746.43;2937033.41;2919975.47;12426216.91;105.51;0.81;4.03;Programado;Territorial;Rural;Programa-1;Subprograma-3;Proyecto-8;Proyecto-8;Departamental;Vehículos;Impuesto sobre Vehículos Automotores
